1,"[1.0, 0.0, 1.0]","[1.0, 0.0, 1.0]"
2,"[1.2, 0.0, 5.0]","[1.0, 0.0, 5.0]"
3,"[1.0, 0.0, 10.0]","[1.0, 0.0, 10.0]"
4,"[1.0, 0.0, 15.0]","[1.0, 0.0, 15.0]"
5,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.4]"
6,"[1.0, 2.0, 2.0]","[1.0, 2.0, 3.8]"
7,"[1.4, 4.4, 4.0]","[1.0, 4.0, 9.4]"
8,"[1.0, 5.0, 5.0]","[1.0, 5.0, 11.8]"
9,"[2.0, 2.2, 1.0]","[1.0, 2.0, 4.0]"
10,"[1.0, 3.4, 1.0]","[1.0, 3.0, 4.0]"
11,"[1.4, 4.2, 12.8]","[1.0, 4.0, 3.2]"
12,"[1.0, 0.0, 1.2]","[1.0, 0.0, 0.4]"
