215680,222896,217156,216744,220716,22.28,22.93,22.47,22.49,22.38
198348,196884,198956,200236,194264,20.77,20.09,20.89,20.79,20.12
173296,173220,173220,173276,173252,20.77,20.82,20.88,20.84,20.85
167664,167764,167336,167788,167824,20.04,19.89,19.70,19.86,19.77
