324600,324960,323972,324824,323100,2.55,2.52,2.55,2.55,2.53
292916,293104,293388,291228,293672,2.34,2.38,2.37,2.36,2.37
850532,849108,850720,850356,849856,10.30,10.23,10.16,10.12,10.12
817584,817644,815608,818276,817188,9.71,9.74,9.70,9.82,9.77
